Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
1,MES 09-26,Backtest,RollingFib,Short,1,6517.25,6511.50,7/7/2025 11:25:00 AM,7/7/2025 11:50:00 AM,C1L1,Profit target,$26.85,$26.85,$1.90,$0.00,$0.00,$0.00,$0.00,$13.75,$28.75,$1.90,6,
2,MES 09-26,Backtest,RollingFib,Short,1,6517.25,6517.25,7/7/2025 11:25:00 AM,7/7/2025 12:00:00 PM,C1L2,Stop loss,($1.90),$24.95,$1.90,$0.00,$0.00,$0.00,$0.00,$13.75,$43.75,$45.65,8,
3,MES 09-26,Backtest,RollingFib,Short,1,6499.25,6504.00,7/7/2025 1:35:00 PM,7/7/2025 1:35:00 PM,A2L1,Stop loss,($25.65),($0.70),$1.90,$0.00,$0.00,$0.00,$0.00,$23.75,$0.00,$25.65,1,
4,MES 09-26,Backtest,RollingFib,Short,1,6499.25,6504.00,7/7/2025 1:35:00 PM,7/7/2025 1:35:00 PM,A2L2,Stop loss,($25.65),($26.35),$1.90,$0.00,$0.00,$0.00,$0.00,$23.75,$0.00,$25.65,1,
5,MES 09-26,Backtest,RollingFib,Short,1,6509.75,6514.75,7/9/2025 11:25:00 AM,7/9/2025 11:30:00 AM,C3L1,Stop loss,($26.90),($53.25),$1.90,$0.00,$0.00,$0.00,$0.00,$25.00,$0.00,$26.90,2,
6,MES 09-26,Backtest,RollingFib,Short,1,6509.75,6514.75,7/9/2025 11:25:00 AM,7/9/2025 11:30:00 AM,C3L2,Stop loss,($26.90),($80.15),$1.90,$0.00,$0.00,$0.00,$0.00,$25.00,$0.00,$26.90,2,
7,MES 09-26,Backtest,RollingFib,Short,1,6516.25,6516.75,7/9/2025 11:45:00 AM,7/9/2025 11:45:00 AM,C4L1,Stop loss,($4.40),($84.55),$1.90,$0.00,$0.00,$0.00,$0.00,$2.50,$0.00,$4.40,1,
8,MES 09-26,Backtest,RollingFib,Short,1,6516.25,6516.75,7/9/2025 11:45:00 AM,7/9/2025 11:45:00 AM,C4L2,Stop loss,($4.40),($88.95),$1.90,$0.00,$0.00,$0.00,$0.00,$2.50,$0.00,$4.40,1,
9,MES 09-26,Backtest,RollingFib,Long,1,6546.75,6553.50,7/10/2025 11:25:00 AM,7/10/2025 11:45:00 AM,C5L1,Profit target,$31.85,($57.10),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$33.75,$1.90,5,
10,MES 09-26,Backtest,RollingFib,Long,1,6546.75,6552.75,7/10/2025 11:25:00 AM,7/10/2025 12:05:00 PM,C5L2,WndEnd,$28.10,($29.00),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$35.00,$6.90,9,
11,MES 09-26,Backtest,RollingFib,Short,1,6547.00,6539.50,7/15/2025 10:35:00 AM,7/15/2025 10:45:00 AM,C6L1,Profit target,$35.60,$6.60,$1.90,$0.00,$0.00,$0.00,$0.00,$2.50,$37.50,$1.90,3,
12,MES 09-26,Backtest,RollingFib,Short,1,6547.00,6531.75,7/15/2025 10:35:00 AM,7/15/2025 10:55:00 AM,C6L2,Profit target,$74.35,$80.95,$1.90,$0.00,$0.00,$0.00,$0.00,$2.50,$76.25,$1.90,5,
13,MES 09-26,Backtest,RollingFib,Short,1,6525.25,6526.00,7/15/2025 1:25:00 PM,7/15/2025 1:25:00 PM,C7L1,Stop loss,($5.65),$75.30,$1.90,$0.00,$0.00,$0.00,$0.00,$3.75,$0.00,$5.65,1,
14,MES 09-26,Backtest,RollingFib,Short,1,6525.25,6526.00,7/15/2025 1:25:00 PM,7/15/2025 1:25:00 PM,C7L2,Stop loss,($5.65),$69.65,$1.90,$0.00,$0.00,$0.00,$0.00,$3.75,$0.00,$5.65,1,
15,MES 09-26,Backtest,RollingFib,Long,1,6528.25,6525.00,7/16/2025 9:45:00 AM,7/16/2025 9:45:00 AM,C8L1,Stop loss,($18.15),$51.50,$1.90,$0.00,$0.00,$0.00,$0.00,$16.25,$0.00,$18.15,1,
16,MES 09-26,Backtest,RollingFib,Long,1,6528.25,6525.00,7/16/2025 9:45:00 AM,7/16/2025 9:45:00 AM,C8L2,Stop loss,($18.15),$33.35,$1.90,$0.00,$0.00,$0.00,$0.00,$16.25,$0.00,$18.15,1,
17,MES 09-26,Backtest,RollingFib,Short,1,6514.00,6516.50,7/16/2025 10:25:00 AM,7/16/2025 10:25:00 AM,C9L1,Stop loss,($14.40),$18.95,$1.90,$0.00,$0.00,$0.00,$0.00,$12.50,$0.00,$14.40,1,
18,MES 09-26,Backtest,RollingFib,Short,1,6514.00,6516.50,7/16/2025 10:25:00 AM,7/16/2025 10:25:00 AM,C9L2,Stop loss,($14.40),$4.55,$1.90,$0.00,$0.00,$0.00,$0.00,$12.50,$0.00,$14.40,1,
19,MES 09-26,Backtest,RollingFib,Long,1,6581.75,6577.00,7/22/2025 3:45:00 PM,7/22/2025 4:00:00 PM,C12L1,Stop loss,($25.65),($21.10),$1.90,$0.00,$0.00,$0.00,$0.00,$23.75,$0.00,$25.65,4,
20,MES 09-26,Backtest,RollingFib,Long,1,6581.75,6577.00,7/22/2025 3:45:00 PM,7/22/2025 4:00:00 PM,C12L2,Stop loss,($25.65),($46.75),$1.90,$0.00,$0.00,$0.00,$0.00,$23.75,$0.00,$25.65,4,
21,MES 09-26,Backtest,RollingFib,Long,1,6601.50,6604.50,7/23/2025 12:35:00 PM,7/23/2025 1:05:00 PM,A13L1,WndEnd,$13.10,($33.65),$1.90,$0.00,$0.00,$0.00,$0.00,$11.25,$27.50,$14.40,7,
22,MES 09-26,Backtest,RollingFib,Long,1,6601.50,6604.50,7/23/2025 12:35:00 PM,7/23/2025 1:05:00 PM,A13L2,WndEnd,$13.10,($20.55),$1.90,$0.00,$0.00,$0.00,$0.00,$11.25,$27.50,$14.40,7,
23,MES 09-26,Backtest,RollingFib,Long,1,6604.50,6604.50,7/23/2025 12:50:00 PM,7/23/2025 1:05:00 PM,A14L1,WndEnd,($1.90),($22.45),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$12.50,$14.40,4,
24,MES 09-26,Backtest,RollingFib,Long,1,6604.50,6604.50,7/23/2025 12:50:00 PM,7/23/2025 1:05:00 PM,A14L2,WndEnd,($1.90),($24.35),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$12.50,$14.40,4,
25,MES 09-26,Backtest,RollingFib,Short,1,6607.00,6607.00,7/30/2025 3:25:00 PM,7/30/2025 3:50:00 PM,C15L1,Stop loss,($1.90),($26.25),$1.90,$0.00,$0.00,$0.00,$0.00,$30.00,$51.25,$53.15,6,
26,MES 09-26,Backtest,RollingFib,Short,1,6607.00,6607.00,7/30/2025 3:25:00 PM,7/30/2025 3:50:00 PM,C15L2,Stop loss,($1.90),($28.15),$1.90,$0.00,$0.00,$0.00,$0.00,$30.00,$51.25,$53.15,6,
27,MES 09-26,Backtest,RollingFib,Short,1,6646.00,6653.50,7/31/2025 11:35:00 AM,7/31/2025 11:45:00 AM,C16L1,Stop loss,($39.40),($67.55),$1.90,$0.00,$0.00,$0.00,$0.00,$37.50,$21.25,$60.65,3,
28,MES 09-26,Backtest,RollingFib,Short,1,6646.00,6653.50,7/31/2025 11:35:00 AM,7/31/2025 11:45:00 AM,C16L2,Stop loss,($39.40),($106.95),$1.90,$0.00,$0.00,$0.00,$0.00,$37.50,$21.25,$60.65,3,
29,MES 09-26,Backtest,RollingFib,Short,1,6611.50,6622.25,7/31/2025 2:25:00 PM,7/31/2025 2:30:00 PM,C17L1,Stop loss,($55.65),($162.60),$1.90,$0.00,$0.00,$0.00,$0.00,$53.75,$26.25,$81.90,2,
30,MES 09-26,Backtest,RollingFib,Short,1,6611.50,6622.25,7/31/2025 2:25:00 PM,7/31/2025 2:30:00 PM,C17L2,Stop loss,($55.65),($218.25),$1.90,$0.00,$0.00,$0.00,$0.00,$53.75,$26.25,$81.90,2,
31,MES 09-26,Backtest,RollingFib,Short,1,6497.25,6501.50,8/1/2025 10:25:00 AM,8/1/2025 10:25:00 AM,C18L1,Stop loss,($23.15),($241.40),$1.90,$0.00,$0.00,$0.00,$0.00,$21.25,$0.00,$23.15,1,
32,MES 09-26,Backtest,RollingFib,Short,1,6497.25,6501.50,8/1/2025 10:25:00 AM,8/1/2025 10:25:00 AM,C18L2,Stop loss,($23.15),($264.55),$1.90,$0.00,$0.00,$0.00,$0.00,$21.25,$0.00,$23.15,1,
33,MES 09-26,Backtest,RollingFib,Short,1,6498.75,6507.00,8/1/2025 10:45:00 AM,8/1/2025 10:45:00 AM,C19L1,Stop loss,($43.15),($307.70),$1.90,$0.00,$0.00,$0.00,$0.00,$41.25,$0.00,$43.15,1,
34,MES 09-26,Backtest,RollingFib,Short,1,6498.75,6507.00,8/1/2025 10:45:00 AM,8/1/2025 10:45:00 AM,C19L2,Stop loss,($43.15),($350.85),$1.90,$0.00,$0.00,$0.00,$0.00,$41.25,$0.00,$43.15,1,
35,MES 09-26,Backtest,RollingFib,Long,1,6568.50,6568.00,8/4/2025 10:25:00 AM,8/4/2025 11:05:00 AM,C20L1,WndEnd,($4.40),($355.25),$1.90,$0.00,$0.00,$0.00,$0.00,$38.75,$28.75,$33.15,9,
36,MES 09-26,Backtest,RollingFib,Long,1,6568.50,6568.00,8/4/2025 10:25:00 AM,8/4/2025 11:05:00 AM,C20L2,WndEnd,($4.40),($359.65),$1.90,$0.00,$0.00,$0.00,$0.00,$38.75,$28.75,$33.15,9,
37,MES 09-26,Backtest,RollingFib,Long,1,6601.75,6597.50,8/6/2025 12:45:00 PM,8/6/2025 12:45:00 PM,C24L1,Stop loss,($23.15),($382.80),$1.90,$0.00,$0.00,$0.00,$0.00,$21.25,$0.00,$23.15,1,
38,MES 09-26,Backtest,RollingFib,Long,1,6601.75,6597.50,8/6/2025 12:45:00 PM,8/6/2025 12:45:00 PM,C24L2,Stop loss,($23.15),($405.95),$1.90,$0.00,$0.00,$0.00,$0.00,$21.25,$0.00,$23.15,1,
39,MES 09-26,Backtest,RollingFib,Short,1,6599.00,6591.25,8/7/2025 11:25:00 AM,8/7/2025 12:05:00 PM,C25L1,WndEnd,$36.85,($369.10),$1.90,$0.00,$0.00,$0.00,$0.00,$23.75,$65.00,$28.15,9,
40,MES 09-26,Backtest,RollingFib,Short,1,6599.00,6591.25,8/7/2025 11:25:00 AM,8/7/2025 12:05:00 PM,C25L2,WndEnd,$36.85,($332.25),$1.90,$0.00,$0.00,$0.00,$0.00,$23.75,$65.00,$28.15,9,
41,MES 09-26,Backtest,RollingFib,Long,1,6654.25,6661.75,8/12/2025 9:45:00 AM,8/12/2025 9:45:00 AM,A26L1,Profit target,$35.60,($296.65),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$37.50,$1.90,1,
42,MES 09-26,Backtest,RollingFib,Long,1,6654.25,6648.50,8/12/2025 9:45:00 AM,8/12/2025 9:45:00 AM,A26L2,Stop loss,($30.65),($327.30),$1.90,$0.00,$0.00,$0.00,$0.00,$28.75,$0.00,$30.65,1,
43,MES 09-26,Backtest,RollingFib,Long,1,6673.00,6682.75,8/12/2025 11:30:00 AM,8/12/2025 12:05:00 PM,C27L1,WndEnd,$46.85,($280.45),$1.90,$0.00,$0.00,$0.00,$0.00,$1.25,$51.25,$4.40,8,
44,MES 09-26,Backtest,RollingFib,Long,1,6673.00,6682.75,8/12/2025 11:30:00 AM,8/12/2025 12:05:00 PM,C27L2,WndEnd,$46.85,($233.60),$1.90,$0.00,$0.00,$0.00,$0.00,$1.25,$51.25,$4.40,8,
45,MES 09-26,Backtest,RollingFib,Long,1,6711.25,6706.00,8/14/2025 10:25:00 AM,8/14/2025 10:30:00 AM,C28L1,Stop loss,($28.15),($261.75),$1.90,$0.00,$0.00,$0.00,$0.00,$26.25,$18.75,$46.90,2,
46,MES 09-26,Backtest,RollingFib,Long,1,6711.25,6706.00,8/14/2025 10:25:00 AM,8/14/2025 10:30:00 AM,C28L2,Stop loss,($28.15),($289.90),$1.90,$0.00,$0.00,$0.00,$0.00,$26.25,$18.75,$46.90,2,
47,MES 09-26,Backtest,RollingFib,Short,1,6675.75,6682.50,8/19/2025 11:25:00 AM,8/19/2025 11:35:00 AM,C30L1,Stop loss,($35.65),($325.55),$1.90,$0.00,$0.00,$0.00,$0.00,$33.75,$6.25,$41.90,3,
48,MES 09-26,Backtest,RollingFib,Short,1,6675.75,6682.50,8/19/2025 11:25:00 AM,8/19/2025 11:35:00 AM,C30L2,Stop loss,($35.65),($361.20),$1.90,$0.00,$0.00,$0.00,$0.00,$33.75,$6.25,$41.90,3,
49,MES 09-26,Backtest,RollingFib,Short,1,6675.75,6671.50,8/19/2025 11:45:00 AM,8/19/2025 12:05:00 PM,C31L1,WndEnd,$19.35,($341.85),$1.90,$0.00,$0.00,$0.00,$0.00,$17.50,$28.75,$9.40,5,
50,MES 09-26,Backtest,RollingFib,Short,1,6675.75,6671.50,8/19/2025 11:45:00 AM,8/19/2025 12:05:00 PM,C31L2,WndEnd,$19.35,($322.50),$1.90,$0.00,$0.00,$0.00,$0.00,$17.50,$28.75,$9.40,5,
51,MES 09-26,Backtest,RollingFib,Short,1,6657.00,6661.50,8/19/2025 1:25:00 PM,8/19/2025 1:30:00 PM,C32L1,Stop loss,($24.40),($346.90),$1.90,$0.00,$0.00,$0.00,$0.00,$22.50,$8.75,$33.15,2,
52,MES 09-26,Backtest,RollingFib,Short,1,6657.00,6661.50,8/19/2025 1:25:00 PM,8/19/2025 1:30:00 PM,C32L2,Stop loss,($24.40),($371.30),$1.90,$0.00,$0.00,$0.00,$0.00,$22.50,$8.75,$33.15,2,
53,MES 09-26,Backtest,RollingFib,Short,1,6662.50,6662.50,8/19/2025 1:45:00 PM,8/19/2025 1:45:00 PM,C33L1,Stop loss,($1.90),($373.20),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.90,1,
54,MES 09-26,Backtest,RollingFib,Short,1,6662.50,6662.50,8/19/2025 1:45:00 PM,8/19/2025 1:45:00 PM,C33L2,Stop loss,($1.90),($375.10),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.90,1,
55,MES 09-26,Backtest,RollingFib,Short,1,6612.25,6597.50,8/20/2025 10:25:00 AM,8/20/2025 10:45:00 AM,C34L1,Profit target,$71.85,($303.25),$1.90,$0.00,$0.00,$0.00,$0.00,$13.75,$73.75,$1.90,5,
56,MES 09-26,Backtest,RollingFib,Short,1,6612.25,6596.75,8/20/2025 10:25:00 AM,8/20/2025 11:05:00 AM,C34L2,Roll,$75.60,($227.65),$1.90,$0.00,$0.00,$0.00,$0.00,$13.75,$101.25,$25.65,9,
57,MES 09-26,Backtest,RollingFib,Long,1,6628.75,6634.50,8/21/2025 11:35:00 AM,8/21/2025 11:35:00 AM,A35L1,Profit target,$26.85,($200.80),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$28.75,$1.90,1,
58,MES 09-26,Backtest,RollingFib,Long,1,6628.75,6628.75,8/21/2025 11:35:00 AM,8/21/2025 11:35:00 AM,A35L2,Stop loss,($1.90),($202.70),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.90,1,
59,MES 09-26,Backtest,RollingFib,Long,1,6722.00,6714.50,8/22/2025 11:25:00 AM,8/22/2025 12:05:00 PM,C37L1,WndEnd,($39.40),($242.10),$1.90,$0.00,$0.00,$0.00,$0.00,$43.75,$17.50,$56.90,9,
60,MES 09-26,Backtest,RollingFib,Long,1,6722.00,6714.50,8/22/2025 11:25:00 AM,8/22/2025 12:05:00 PM,C37L2,WndEnd,($39.40),($281.50),$1.90,$0.00,$0.00,$0.00,$0.00,$43.75,$17.50,$56.90,9,
61,MES 09-26,Backtest,RollingFib,Short,1,6695.75,6690.75,8/29/2025 11:50:00 AM,8/29/2025 11:55:00 AM,A38L1,Profit target,$23.10,($258.40),$1.90,$0.00,$0.00,$0.00,$0.00,$1.25,$25.00,$1.90,2,
62,MES 09-26,Backtest,RollingFib,Short,1,6695.75,6691.25,8/29/2025 11:50:00 AM,8/29/2025 12:05:00 PM,A38L2,WndEnd,$20.60,($237.80),$1.90,$0.00,$0.00,$0.00,$0.00,$1.25,$27.50,$6.90,4,
63,MES 09-26,Backtest,RollingFib,Short,1,6616.25,6624.25,9/2/2025 9:50:00 AM,9/2/2025 9:50:00 AM,C41L1,Stop loss,($41.90),($279.70),$1.90,$0.00,$0.00,$0.00,$0.00,$40.00,$0.00,$41.90,1,
64,MES 09-26,Backtest,RollingFib,Short,1,6616.25,6624.25,9/2/2025 9:50:00 AM,9/2/2025 9:50:00 AM,C41L2,Stop loss,($41.90),($321.60),$1.90,$0.00,$0.00,$0.00,$0.00,$40.00,$0.00,$41.90,1,
65,MES 09-26,Backtest,RollingFib,Short,1,6612.50,6616.75,9/2/2025 12:55:00 PM,9/2/2025 12:55:00 PM,A44L1,Stop loss,($23.15),($344.75),$1.90,$0.00,$0.00,$0.00,$0.00,$21.25,$0.00,$23.15,1,
66,MES 09-26,Backtest,RollingFib,Short,1,6612.50,6616.75,9/2/2025 12:55:00 PM,9/2/2025 12:55:00 PM,A44L2,Stop loss,($23.15),($367.90),$1.90,$0.00,$0.00,$0.00,$0.00,$21.25,$0.00,$23.15,1,
67,MES 09-26,Backtest,RollingFib,Long,1,6687.25,6686.75,9/3/2025 11:25:00 AM,9/3/2025 11:25:00 AM,C45L1,Stop loss,($4.40),($372.30),$1.90,$0.00,$0.00,$0.00,$0.00,$2.50,$0.00,$4.40,1,
68,MES 09-26,Backtest,RollingFib,Long,1,6687.25,6686.75,9/3/2025 11:25:00 AM,9/3/2025 11:25:00 AM,C45L2,Stop loss,($4.40),($376.70),$1.90,$0.00,$0.00,$0.00,$0.00,$2.50,$0.00,$4.40,1,
69,MES 09-26,Backtest,RollingFib,Short,1,6675.75,6678.00,9/3/2025 12:25:00 PM,9/3/2025 12:25:00 PM,C47L1,Stop loss,($13.15),($389.85),$1.90,$0.00,$0.00,$0.00,$0.00,$11.25,$0.00,$13.15,1,
70,MES 09-26,Backtest,RollingFib,Short,1,6675.75,6678.00,9/3/2025 12:25:00 PM,9/3/2025 12:25:00 PM,C47L2,Stop loss,($13.15),($403.00),$1.90,$0.00,$0.00,$0.00,$0.00,$11.25,$0.00,$13.15,1,
71,MES 09-26,Backtest,RollingFib,Long,1,6765.50,6765.50,9/5/2025 9:25:00 AM,9/5/2025 9:50:00 AM,C48L1,Stop loss,($1.90),($404.90),$1.90,$0.00,$0.00,$0.00,$0.00,$17.50,$25.00,$26.90,6,
72,MES 09-26,Backtest,RollingFib,Long,1,6765.50,6765.50,9/5/2025 9:25:00 AM,9/5/2025 9:50:00 AM,C48L2,Stop loss,($1.90),($406.80),$1.90,$0.00,$0.00,$0.00,$0.00,$17.50,$25.00,$26.90,6,
73,MES 09-26,Backtest,RollingFib,Short,1,6696.50,6704.50,9/5/2025 11:25:00 AM,9/5/2025 11:25:00 AM,C49L1,Stop loss,($41.90),($448.70),$1.90,$0.00,$0.00,$0.00,$0.00,$40.00,$0.00,$41.90,1,
74,MES 09-26,Backtest,RollingFib,Short,1,6696.50,6704.50,9/5/2025 11:25:00 AM,9/5/2025 11:25:00 AM,C49L2,Stop loss,($41.90),($490.60),$1.90,$0.00,$0.00,$0.00,$0.00,$40.00,$0.00,$41.90,1,
75,MES 09-26,Backtest,RollingFib,Long,1,6815.75,6818.00,9/11/2025 11:45:00 AM,9/11/2025 12:05:00 PM,C53L1,WndEnd,$9.35,($481.25),$1.90,$0.00,$0.00,$0.00,$0.00,$18.75,$17.50,$8.15,5,
76,MES 09-26,Backtest,RollingFib,Long,1,6815.75,6818.00,9/11/2025 11:45:00 AM,9/11/2025 12:05:00 PM,C53L2,WndEnd,$9.35,($471.90),$1.90,$0.00,$0.00,$0.00,$0.00,$18.75,$17.50,$8.15,5,
77,MES 09-26,Backtest,RollingFib,Short,1,6827.25,6829.25,9/17/2025 1:25:00 PM,9/17/2025 1:35:00 PM,A54L1,Stop loss,($11.90),($483.80),$1.90,$0.00,$0.00,$0.00,$0.00,$10.00,$12.50,$24.40,3,
78,MES 09-26,Backtest,RollingFib,Short,1,6827.25,6829.25,9/17/2025 1:25:00 PM,9/17/2025 1:35:00 PM,A54L2,Stop loss,($11.90),($495.70),$1.90,$0.00,$0.00,$0.00,$0.00,$10.00,$12.50,$24.40,3,
79,MES 09-26,Backtest,RollingFib,Short,1,6830.00,6832.25,9/17/2025 1:50:00 PM,9/17/2025 1:55:00 PM,A55L1,Stop loss,($13.15),($508.85),$1.90,$0.00,$0.00,$0.00,$0.00,$11.25,$6.25,$19.40,2,
80,MES 09-26,Backtest,RollingFib,Short,1,6830.00,6832.25,9/17/2025 1:50:00 PM,9/17/2025 1:55:00 PM,A55L2,Stop loss,($13.15),($522.00),$1.90,$0.00,$0.00,$0.00,$0.00,$11.25,$6.25,$19.40,2,
81,MES 09-26,Backtest,RollingFib,Short,1,6866.00,6870.25,9/18/2025 2:50:00 PM,9/18/2025 2:50:00 PM,C58L1,Stop loss,($23.15),($545.15),$1.90,$0.00,$0.00,$0.00,$0.00,$21.25,$0.00,$23.15,1,
82,MES 09-26,Backtest,RollingFib,Short,1,6866.00,6870.25,9/18/2025 2:50:00 PM,9/18/2025 2:50:00 PM,C58L2,Stop loss,($23.15),($568.30),$1.90,$0.00,$0.00,$0.00,$0.00,$21.25,$0.00,$23.15,1,
83,MES 09-26,Backtest,RollingFib,Long,1,6921.50,6921.50,9/22/2025 1:25:00 PM,9/22/2025 1:55:00 PM,C59L1,Stop loss,($1.90),($570.20),$1.90,$0.00,$0.00,$0.00,$0.00,$18.75,$17.50,$19.40,7,
84,MES 09-26,Backtest,RollingFib,Long,1,6921.50,6921.50,9/22/2025 1:25:00 PM,9/22/2025 1:55:00 PM,C59L2,Stop loss,($1.90),($572.10),$1.90,$0.00,$0.00,$0.00,$0.00,$18.75,$17.50,$19.40,7,
85,MES 09-26,Backtest,RollingFib,Short,1,6856.50,6863.00,9/24/2025 12:25:00 PM,9/24/2025 12:25:00 PM,C60L1,Stop loss,($34.40),($606.50),$1.90,$0.00,$0.00,$0.00,$0.00,$32.50,$0.00,$34.40,1,
86,MES 09-26,Backtest,RollingFib,Short,1,6856.50,6863.00,9/24/2025 12:25:00 PM,9/24/2025 12:25:00 PM,C60L2,Stop loss,($34.40),($640.90),$1.90,$0.00,$0.00,$0.00,$0.00,$32.50,$0.00,$34.40,1,
87,MES 09-26,Backtest,RollingFib,Short,1,6863.00,6863.50,9/24/2025 12:45:00 PM,9/24/2025 12:45:00 PM,C61L1,Stop loss,($4.40),($645.30),$1.90,$0.00,$0.00,$0.00,$0.00,$2.50,$0.00,$4.40,1,
88,MES 09-26,Backtest,RollingFib,Short,1,6863.00,6863.50,9/24/2025 12:45:00 PM,9/24/2025 12:45:00 PM,C61L2,Stop loss,($4.40),($649.70),$1.90,$0.00,$0.00,$0.00,$0.00,$2.50,$0.00,$4.40,1,
89,MES 09-26,Backtest,RollingFib,Short,1,6835.00,6828.75,9/25/2025 8:50:00 AM,9/25/2025 8:55:00 AM,C62L1,Profit target,$29.35,($620.35),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$31.25,$1.90,2,
90,MES 09-26,Backtest,RollingFib,Short,1,6835.00,6831.00,9/25/2025 8:50:00 AM,9/25/2025 9:05:00 AM,C62L2,WndEnd,$18.10,($602.25),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$46.25,$28.15,4,
91,MES 09-26,Backtest,RollingFib,Short,1,6817.25,6820.25,9/25/2025 2:25:00 PM,9/25/2025 2:25:00 PM,C63L1,Stop loss,($16.90),($619.15),$1.90,$0.00,$0.00,$0.00,$0.00,$15.00,$0.00,$16.90,1,
92,MES 09-26,Backtest,RollingFib,Short,1,6817.25,6820.25,9/25/2025 2:25:00 PM,9/25/2025 2:25:00 PM,C63L2,Stop loss,($16.90),($636.05),$1.90,$0.00,$0.00,$0.00,$0.00,$15.00,$0.00,$16.90,1,
93,MES 09-26,Backtest,RollingFib,Long,1,6850.00,6846.25,9/26/2025 9:25:00 AM,9/26/2025 9:30:00 AM,A64L1,Stop loss,($20.65),($656.70),$1.90,$0.00,$0.00,$0.00,$0.00,$18.75,$10.00,$30.65,2,
94,MES 09-26,Backtest,RollingFib,Long,1,6850.00,6846.25,9/26/2025 9:25:00 AM,9/26/2025 9:30:00 AM,A64L2,Stop loss,($20.65),($677.35),$1.90,$0.00,$0.00,$0.00,$0.00,$18.75,$10.00,$30.65,2,
95,MES 09-26,Backtest,RollingFib,Short,1,6847.25,6839.50,9/26/2025 11:50:00 AM,9/26/2025 12:00:00 PM,A66L1,Profit target,$36.85,($640.50),$1.90,$0.00,$0.00,$0.00,$0.00,$2.50,$38.75,$1.90,3,
96,MES 09-26,Backtest,RollingFib,Short,1,6847.25,6838.00,9/26/2025 11:50:00 AM,9/26/2025 12:05:00 PM,A66L2,WndEnd,$44.35,($596.15),$1.90,$0.00,$0.00,$0.00,$0.00,$2.50,$50.00,$5.65,4,
97,MES 09-26,Backtest,RollingFib,Long,1,6866.50,6859.50,9/26/2025 1:25:00 PM,9/26/2025 2:00:00 PM,C67L1,Stop loss,($36.90),($633.05),$1.90,$0.00,$0.00,$0.00,$0.00,$35.00,$13.75,$50.65,8,
98,MES 09-26,Backtest,RollingFib,Long,1,6866.50,6859.50,9/26/2025 1:25:00 PM,9/26/2025 2:00:00 PM,C67L2,Stop loss,($36.90),($669.95),$1.90,$0.00,$0.00,$0.00,$0.00,$35.00,$13.75,$50.65,8,
99,MES 09-26,Backtest,RollingFib,Short,1,6934.00,6927.50,10/2/2025 10:35:00 AM,10/2/2025 10:50:00 AM,C70L1,Profit target,$30.60,($639.35),$1.90,$0.00,$0.00,$0.00,$0.00,$16.25,$32.50,$1.90,4,
100,MES 09-26,Backtest,RollingFib,Short,1,6934.00,6922.50,10/2/2025 10:35:00 AM,10/2/2025 11:05:00 AM,C70L2,WndEnd,$55.60,($583.75),$1.90,$0.00,$0.00,$0.00,$0.00,$16.25,$60.00,$4.40,7,
101,MES 09-26,Backtest,RollingFib,Short,1,6957.75,6950.25,10/9/2025 10:25:00 AM,10/9/2025 10:35:00 AM,C73L1,Profit target,$35.60,($548.15),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$37.50,$1.90,3,
102,MES 09-26,Backtest,RollingFib,Short,1,6957.75,6942.75,10/9/2025 10:25:00 AM,10/9/2025 10:50:00 AM,C73L2,Profit target,$73.10,($475.05),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$75.00,$1.90,6,
103,MES 09-26,Backtest,RollingFib,Short,1,6937.75,6942.50,10/9/2025 1:35:00 PM,10/9/2025 1:40:00 PM,C74L1,Stop loss,($25.65),($500.70),$1.90,$0.00,$0.00,$0.00,$0.00,$23.75,$22.50,$48.15,2,
104,MES 09-26,Backtest,RollingFib,Short,1,6937.75,6942.50,10/9/2025 1:35:00 PM,10/9/2025 1:40:00 PM,C74L2,Stop loss,($25.65),($526.35),$1.90,$0.00,$0.00,$0.00,$0.00,$23.75,$22.50,$48.15,2,
105,MES 09-26,Backtest,RollingFib,Short,1,6938.75,6942.50,10/9/2025 1:45:00 PM,10/9/2025 1:45:00 PM,C75L1,Stop loss,($20.65),($547.00),$1.90,$0.00,$0.00,$0.00,$0.00,$18.75,$0.00,$20.65,1,
106,MES 09-26,Backtest,RollingFib,Short,1,6938.75,6942.50,10/9/2025 1:45:00 PM,10/9/2025 1:45:00 PM,C75L2,Stop loss,($20.65),($567.65),$1.90,$0.00,$0.00,$0.00,$0.00,$18.75,$0.00,$20.65,1,
