Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
24,MES 09-26,Backtest,RollingFib,Short,1,6594.75,6597.50,8/7/2025 11:20:00 AM,8/7/2025 11:20:00 AM,C12L2,Stop loss,($15.65),($100.60),$1.90,$0.00,$0.00,$0.00,$0.00,$13.75,$0.00,$15.65,1,
25,MES 09-26,Backtest,RollingFib,Short,1,6659.50,6666.00,8/12/2025 10:40:00 AM,8/12/2025 10:50:00 AM,A13L1,Stop loss,($34.40),($135.00),$1.90,$0.00,$0.00,$0.00,$0.00,$32.50,$5.00,$39.40,3,
26,MES 09-26,Backtest,RollingFib,Short,1,6659.50,6666.00,8/12/2025 10:40:00 AM,8/12/2025 10:50:00 AM,A13L2,Stop loss,($34.40),($169.40),$1.90,$0.00,$0.00,$0.00,$0.00,$32.50,$5.00,$39.40,3,
27,MES 09-26,Backtest,RollingFib,Long,1,6675.75,6682.75,8/12/2025 11:20:00 AM,8/12/2025 12:05:00 PM,C14L1,WndEnd,$33.10,($136.30),$1.90,$0.00,$0.00,$0.00,$0.00,$15.00,$37.50,$4.40,10,
28,MES 09-26,Backtest,RollingFib,Long,1,6675.75,6682.75,8/12/2025 11:20:00 AM,8/12/2025 12:05:00 PM,C14L2,WndEnd,$33.10,($103.20),$1.90,$0.00,$0.00,$0.00,$0.00,$15.00,$37.50,$4.40,10,
29,MES 09-26,Backtest,RollingFib,Long,1,6713.75,6710.75,8/14/2025 10:25:00 AM,8/14/2025 10:25:00 AM,C15L1,Stop loss,($16.90),($120.10),$1.90,$0.00,$0.00,$0.00,$0.00,$15.00,$0.00,$16.90,1,
30,MES 09-26,Backtest,RollingFib,Long,1,6713.75,6710.75,8/14/2025 10:25:00 AM,8/14/2025 10:25:00 AM,C15L2,Stop loss,($16.90),($137.00),$1.90,$0.00,$0.00,$0.00,$0.00,$15.00,$0.00,$16.90,1,
31,MES 09-26,Backtest,RollingFib,Short,1,6675.50,6679.50,8/19/2025 11:30:00 AM,8/19/2025 11:30:00 AM,C16L1,Stop loss,($21.90),($158.90),$1.90,$0.00,$0.00,$0.00,$0.00,$20.00,$0.00,$21.90,1,
32,MES 09-26,Backtest,RollingFib,Short,1,6675.50,6679.50,8/19/2025 11:30:00 AM,8/19/2025 11:30:00 AM,C16L2,Stop loss,($21.90),($180.80),$1.90,$0.00,$0.00,$0.00,$0.00,$20.00,$0.00,$21.90,1,
33,MES 09-26,Backtest,RollingFib,Short,1,6656.00,6657.50,8/19/2025 1:25:00 PM,8/19/2025 1:25:00 PM,C17L1,Stop loss,($9.40),($190.20),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$0.00,$9.40,1,
34,MES 09-26,Backtest,RollingFib,Short,1,6656.00,6657.50,8/19/2025 1:25:00 PM,8/19/2025 1:25:00 PM,C17L2,Stop loss,($9.40),($199.60),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$0.00,$9.40,1,
35,MES 09-26,Backtest,RollingFib,Long,1,6724.00,6721.50,8/22/2025 11:40:00 AM,8/22/2025 11:40:00 AM,C18L1,Stop loss,($14.40),($214.00),$1.90,$0.00,$0.00,$0.00,$0.00,$12.50,$0.00,$14.40,1,
36,MES 09-26,Backtest,RollingFib,Long,1,6724.00,6721.50,8/22/2025 11:40:00 AM,8/22/2025 11:40:00 AM,C18L2,Stop loss,($14.40),($228.40),$1.90,$0.00,$0.00,$0.00,$0.00,$12.50,$0.00,$14.40,1,
37,MES 09-26,Backtest,RollingFib,Short,1,6694.25,6698.00,8/29/2025 11:40:00 AM,8/29/2025 11:40:00 AM,A19L1,Stop loss,($20.65),($249.05),$1.90,$0.00,$0.00,$0.00,$0.00,$18.75,$0.00,$20.65,1,
38,MES 09-26,Backtest,RollingFib,Short,1,6694.25,6698.00,8/29/2025 11:40:00 AM,8/29/2025 11:40:00 AM,A19L2,Stop loss,($20.65),($269.70),$1.90,$0.00,$0.00,$0.00,$0.00,$18.75,$0.00,$20.65,1,
39,MES 09-26,Backtest,RollingFib,Long,1,6647.00,6645.25,9/2/2025 10:35:00 AM,9/2/2025 10:35:00 AM,C20L1,Stop loss,($10.65),($280.35),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$0.00,$10.65,1,
40,MES 09-26,Backtest,RollingFib,Long,1,6647.00,6645.25,9/2/2025 10:35:00 AM,9/2/2025 10:35:00 AM,C20L2,Stop loss,($10.65),($291.00),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$0.00,$10.65,1,
41,MES 09-26,Backtest,RollingFib,Short,1,6622.25,6614.75,9/2/2025 11:20:00 AM,9/2/2025 11:25:00 AM,C21L1,Profit target,$35.60,($255.40),$1.90,$0.00,$0.00,$0.00,$0.00,$5.00,$37.50,$1.90,2,
42,MES 09-26,Backtest,RollingFib,Short,1,6622.25,6605.50,9/2/2025 11:20:00 AM,9/2/2025 11:55:00 AM,C21L2,Profit target,$81.85,($173.55),$1.90,$0.00,$0.00,$0.00,$0.00,$5.00,$83.75,$1.90,8,
43,MES 09-26,Backtest,RollingFib,Long,1,6679.00,6674.25,9/3/2025 11:45:00 AM,9/3/2025 11:50:00 AM,A22L1,Stop loss,($25.65),($199.20),$1.90,$0.00,$0.00,$0.00,$0.00,$23.75,$10.00,$35.65,2,
44,MES 09-26,Backtest,RollingFib,Long,1,6679.00,6674.25,9/3/2025 11:45:00 AM,9/3/2025 11:50:00 AM,A22L2,Stop loss,($25.65),($224.85),$1.90,$0.00,$0.00,$0.00,$0.00,$23.75,$10.00,$35.65,2,
45,MES 09-26,Backtest,RollingFib,Long,1,6766.75,6765.00,9/5/2025 9:20:00 AM,9/5/2025 9:20:00 AM,C23L1,Stop loss,($10.65),($235.50),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$0.00,$10.65,1,
46,MES 09-26,Backtest,RollingFib,Long,1,6766.75,6765.00,9/5/2025 9:20:00 AM,9/5/2025 9:20:00 AM,C23L2,Stop loss,($10.65),($246.15),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$0.00,$10.65,1,
47,MES 09-26,Backtest,RollingFib,Short,1,6827.00,6825.00,9/17/2025 1:25:00 PM,9/17/2025 1:25:00 PM,A24L1,Profit target,$8.10,($238.05),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$10.00,$1.90,1,
48,MES 09-26,Backtest,RollingFib,Short,1,6827.00,6827.00,9/17/2025 1:25:00 PM,9/17/2025 1:25:00 PM,A24L2,Stop loss,($1.90),($239.95),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.90,1,
49,MES 09-26,Backtest,RollingFib,Long,1,6921.75,6919.25,9/22/2025 1:35:00 PM,9/22/2025 1:40:00 PM,C25L1,Stop loss,($14.40),($254.35),$1.90,$0.00,$0.00,$0.00,$0.00,$12.50,$8.75,$23.15,2,
50,MES 09-26,Backtest,RollingFib,Long,1,6921.75,6919.25,9/22/2025 1:35:00 PM,9/22/2025 1:40:00 PM,C25L2,Stop loss,($14.40),($268.75),$1.90,$0.00,$0.00,$0.00,$0.00,$12.50,$8.75,$23.15,2,
51,MES 09-26,Backtest,RollingFib,Short,1,6885.50,6889.00,9/24/2025 10:30:00 AM,9/24/2025 10:35:00 AM,A26L1,Stop loss,($19.40),($288.15),$1.90,$0.00,$0.00,$0.00,$0.00,$17.50,$8.75,$28.15,2,
52,MES 09-26,Backtest,RollingFib,Short,1,6885.50,6889.00,9/24/2025 10:30:00 AM,9/24/2025 10:35:00 AM,A26L2,Stop loss,($19.40),($307.55),$1.90,$0.00,$0.00,$0.00,$0.00,$17.50,$8.75,$28.15,2,
53,MES 09-26,Backtest,RollingFib,Short,1,6853.75,6856.75,9/24/2025 12:20:00 PM,9/24/2025 12:20:00 PM,C27L1,Stop loss,($16.90),($324.45),$1.90,$0.00,$0.00,$0.00,$0.00,$15.00,$0.00,$16.90,1,
54,MES 09-26,Backtest,RollingFib,Short,1,6853.75,6856.75,9/24/2025 12:20:00 PM,9/24/2025 12:20:00 PM,C27L2,Stop loss,($16.90),($341.35),$1.90,$0.00,$0.00,$0.00,$0.00,$15.00,$0.00,$16.90,1,
55,MES 09-26,Backtest,RollingFib,Short,1,6822.50,6824.50,9/25/2025 2:40:00 PM,9/25/2025 2:40:00 PM,A28L1,Stop loss,($11.90),($353.25),$1.90,$0.00,$0.00,$0.00,$0.00,$10.00,$0.00,$11.90,1,
56,MES 09-26,Backtest,RollingFib,Short,1,6822.50,6824.50,9/25/2025 2:40:00 PM,9/25/2025 2:40:00 PM,A28L2,Stop loss,($11.90),($365.15),$1.90,$0.00,$0.00,$0.00,$0.00,$10.00,$0.00,$11.90,1,
57,MES 09-26,Backtest,RollingFib,Long,1,6846.50,6843.25,9/26/2025 10:25:00 AM,9/26/2025 10:25:00 AM,A29L1,Stop loss,($18.15),($383.30),$1.90,$0.00,$0.00,$0.00,$0.00,$16.25,$0.00,$18.15,1,
58,MES 09-26,Backtest,RollingFib,Long,1,6846.50,6843.25,9/26/2025 10:25:00 AM,9/26/2025 10:25:00 AM,A29L2,Stop loss,($18.15),($401.45),$1.90,$0.00,$0.00,$0.00,$0.00,$16.25,$0.00,$18.15,1,
59,MES 09-26,Backtest,RollingFib,Long,1,6867.50,6866.00,9/26/2025 1:20:00 PM,9/26/2025 1:20:00 PM,C30L1,Stop loss,($9.40),($410.85),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$0.00,$9.40,1,
60,MES 09-26,Backtest,RollingFib,Long,1,6867.50,6866.00,9/26/2025 1:20:00 PM,9/26/2025 1:20:00 PM,C30L2,Stop loss,($9.40),($420.25),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$0.00,$9.40,1,
61,MES 09-26,Backtest,RollingFib,Long,1,6897.25,6902.75,9/30/2025 3:25:00 PM,9/30/2025 3:30:00 PM,C31L1,Profit target,$25.60,($394.65),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$27.50,$1.90,2,
62,MES 09-26,Backtest,RollingFib,Long,1,6897.25,6909.75,9/30/2025 3:25:00 PM,9/30/2025 3:55:00 PM,C31L2,Profit target,$60.60,($334.05),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$62.50,$1.90,7,
63,MES 09-26,Backtest,RollingFib,Short,1,6957.25,6950.25,10/9/2025 10:30:00 AM,10/9/2025 10:35:00 AM,C32L1,Profit target,$33.10,($300.95),$1.90,$0.00,$0.00,$0.00,$0.00,$1.25,$35.00,$1.90,2,
64,MES 09-26,Backtest,RollingFib,Short,1,6957.25,6942.75,10/9/2025 10:30:00 AM,10/9/2025 10:50:00 AM,C32L2,Profit target,$70.60,($230.35),$1.90,$0.00,$0.00,$0.00,$0.00,$1.25,$72.50,$1.90,5,
65,MES 09-26,Backtest,RollingFib,Short,1,6936.00,6938.25,10/9/2025 1:35:00 PM,10/9/2025 1:35:00 PM,C33L1,Stop loss,($13.15),($243.50),$1.90,$0.00,$0.00,$0.00,$0.00,$11.25,$0.00,$13.15,1,
66,MES 09-26,Backtest,RollingFib,Short,1,6936.00,6938.25,10/9/2025 1:35:00 PM,10/9/2025 1:35:00 PM,C33L2,Stop loss,($13.15),($256.65),$1.90,$0.00,$0.00,$0.00,$0.00,$11.25,$0.00,$13.15,1,
67,MES 09-26,Backtest,RollingFib,Long,1,6840.00,6838.25,10/14/2025 11:30:00 AM,10/14/2025 11:30:00 AM,C34L1,Stop loss,($10.65),($267.30),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$0.00,$10.65,1,
68,MES 09-26,Backtest,RollingFib,Long,1,6840.00,6838.25,10/14/2025 11:30:00 AM,10/14/2025 11:30:00 AM,C34L2,Stop loss,($10.65),($277.95),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$0.00,$10.65,1,
69,MES 09-26,Backtest,RollingFib,Long,1,6925.50,6925.50,10/23/2025 10:30:00 AM,10/23/2025 10:50:00 AM,A35L1,Stop loss,($1.90),($279.85),$1.90,$0.00,$0.00,$0.00,$0.00,$26.25,$35.00,$36.90,5,
70,MES 09-26,Backtest,RollingFib,Long,1,6925.50,6925.50,10/23/2025 10:30:00 AM,10/23/2025 10:50:00 AM,A35L2,Stop loss,($1.90),($281.75),$1.90,$0.00,$0.00,$0.00,$0.00,$26.25,$35.00,$36.90,5,
71,MES 09-26,Backtest,RollingFib,Short,1,7043.75,7036.25,10/31/2025 12:45:00 PM,10/31/2025 12:45:00 PM,C36L1,Profit target,$35.60,($246.15),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$37.50,$1.90,1,
72,MES 09-26,Backtest,RollingFib,Short,1,7043.75,7043.75,10/31/2025 12:45:00 PM,10/31/2025 12:45:00 PM,C36L2,Stop loss,($1.90),($248.05),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.90,1,
73,MES 09-26,Backtest,RollingFib,Short,1,7043.50,7033.25,11/3/2025 10:25:00 AM,11/3/2025 10:30:00 AM,C37L1,Profit target,$49.35,($198.70),$1.90,$0.00,$0.00,$0.00,$0.00,$5.00,$51.25,$1.90,2,
74,MES 09-26,Backtest,RollingFib,Short,1,7043.50,7043.50,11/3/2025 10:25:00 AM,11/3/2025 10:45:00 AM,C37L2,Stop loss,($1.90),($200.60),$1.90,$0.00,$0.00,$0.00,$0.00,$5.00,$107.50,$109.40,5,
75,MES 09-26,Backtest,RollingFib,Long,1,7011.25,7011.25,11/4/2025 10:20:00 AM,11/4/2025 10:50:00 AM,C38L1,Stop loss,($1.90),($202.50),$1.90,$0.00,$0.00,$0.00,$0.00,$1.25,$53.75,$55.65,7,
76,MES 09-26,Backtest,RollingFib,Long,1,7011.25,7011.25,11/4/2025 10:20:00 AM,11/4/2025 10:50:00 AM,C38L2,Stop loss,($1.90),($204.40),$1.90,$0.00,$0.00,$0.00,$0.00,$1.25,$53.75,$55.65,7,
77,MES 09-26,Backtest,RollingFib,Long,1,7022.00,7028.75,11/5/2025 12:35:00 PM,11/5/2025 12:40:00 PM,C39L1,Profit target,$31.85,($172.55),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$33.75,$1.90,2,
78,MES 09-26,Backtest,RollingFib,Long,1,7022.00,7022.00,11/5/2025 12:35:00 PM,11/5/2025 1:00:00 PM,C39L2,Stop loss,($1.90),($174.45),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$40.00,$41.90,6,
79,MES 09-26,Backtest,RollingFib,Short,1,6955.00,6946.25,11/6/2025 10:40:00 AM,11/6/2025 10:40:00 AM,C40L1,Profit target,$41.85,($132.60),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$43.75,$1.90,1,
80,MES 09-26,Backtest,RollingFib,Short,1,6955.00,6955.00,11/6/2025 10:40:00 AM,11/6/2025 10:40:00 AM,C40L2,Stop loss,($1.90),($134.50),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.90,1,
81,MES 09-26,Backtest,RollingFib,Short,1,6924.75,6927.00,11/6/2025 11:30:00 AM,11/6/2025 11:30:00 AM,C41L1,Stop loss,($13.15),($147.65),$1.90,$0.00,$0.00,$0.00,$0.00,$11.25,$0.00,$13.15,1,
82,MES 09-26,Backtest,RollingFib,Short,1,6924.75,6927.00,11/6/2025 11:30:00 AM,11/6/2025 11:30:00 AM,C41L2,Stop loss,($13.15),($160.80),$1.90,$0.00,$0.00,$0.00,$0.00,$11.25,$0.00,$13.15,1,
83,MES 09-26,Backtest,RollingFib,Short,1,6847.50,6849.50,11/7/2025 11:30:00 AM,11/7/2025 11:35:00 AM,C42L1,Stop loss,($11.90),($172.70),$1.90,$0.00,$0.00,$0.00,$0.00,$10.00,$22.50,$34.40,2,
84,MES 09-26,Backtest,RollingFib,Short,1,6847.50,6849.50,11/7/2025 11:30:00 AM,11/7/2025 11:35:00 AM,C42L2,Stop loss,($11.90),($184.60),$1.90,$0.00,$0.00,$0.00,$0.00,$10.00,$22.50,$34.40,2,
85,MES 09-26,Backtest,RollingFib,Long,1,7015.25,7013.25,11/10/2025 1:25:00 PM,11/10/2025 1:25:00 PM,C43L1,Stop loss,($11.90),($196.50),$1.90,$0.00,$0.00,$0.00,$0.00,$10.00,$0.00,$11.90,1,
86,MES 09-26,Backtest,RollingFib,Long,1,7015.25,7013.25,11/10/2025 1:25:00 PM,11/10/2025 1:25:00 PM,C43L2,Stop loss,($11.90),($208.40),$1.90,$0.00,$0.00,$0.00,$0.00,$10.00,$0.00,$11.90,1,
87,MES 09-26,Backtest,RollingFib,Long,1,7054.50,7053.25,11/12/2025 1:45:00 PM,11/12/2025 1:45:00 PM,C44L1,Stop loss,($8.15),($216.55),$1.90,$0.00,$0.00,$0.00,$0.00,$6.25,$0.00,$8.15,1,
88,MES 09-26,Backtest,RollingFib,Long,1,7054.50,7053.25,11/12/2025 1:45:00 PM,11/12/2025 1:45:00 PM,C44L2,Stop loss,($8.15),($224.70),$1.90,$0.00,$0.00,$0.00,$0.00,$6.25,$0.00,$8.15,1,
89,MES 09-26,Backtest,RollingFib,Long,1,6940.50,6938.75,11/14/2025 11:25:00 AM,11/14/2025 11:25:00 AM,C45L1,Stop loss,($10.65),($235.35),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$0.00,$10.65,1,
90,MES 09-26,Backtest,RollingFib,Long,1,6940.50,6938.75,11/14/2025 11:25:00 AM,11/14/2025 11:25:00 AM,C45L2,Stop loss,($10.65),($246.00),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$0.00,$10.65,1,
91,MES 09-26,Backtest,RollingFib,Long,1,6964.00,6961.00,11/14/2025 12:20:00 PM,11/14/2025 12:20:00 PM,C46L1,Stop loss,($16.90),($262.90),$1.90,$0.00,$0.00,$0.00,$0.00,$15.00,$0.00,$16.90,1,
92,MES 09-26,Backtest,RollingFib,Long,1,6964.00,6961.00,11/14/2025 12:20:00 PM,11/14/2025 12:20:00 PM,C46L2,Stop loss,($16.90),($279.80),$1.90,$0.00,$0.00,$0.00,$0.00,$15.00,$0.00,$16.90,1,
93,MES 09-26,Backtest,RollingFib,Short,1,6788.00,6794.50,11/18/2025 10:25:00 AM,11/18/2025 10:25:00 AM,C47L1,Stop loss,($34.40),($314.20),$1.90,$0.00,$0.00,$0.00,$0.00,$32.50,$0.00,$34.40,1,
94,MES 09-26,Backtest,RollingFib,Short,1,6788.00,6794.50,11/18/2025 10:25:00 AM,11/18/2025 10:25:00 AM,C47L2,Stop loss,($34.40),($348.60),$1.90,$0.00,$0.00,$0.00,$0.00,$32.50,$0.00,$34.40,1,
95,MES 09-26,Backtest,RollingFib,Short,1,6786.25,6800.75,11/20/2025 12:25:00 PM,11/20/2025 12:30:00 PM,C48L1,Stop loss,($74.40),($423.00),$1.90,$0.00,$0.00,$0.00,$0.00,$72.50,$68.75,$143.15,2,
96,MES 09-26,Backtest,RollingFib,Short,1,6786.25,6800.75,11/20/2025 12:25:00 PM,11/20/2025 12:30:00 PM,C48L2,Stop loss,($74.40),($497.40),$1.90,$0.00,$0.00,$0.00,$0.00,$72.50,$68.75,$143.15,2,
97,MES 09-26,Backtest,RollingFib,Long,1,6812.00,6810.50,11/21/2025 12:30:00 PM,11/21/2025 12:30:00 PM,C49L1,Stop loss,($9.40),($506.80),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$0.00,$9.40,1,
98,MES 09-26,Backtest,RollingFib,Long,1,6812.00,6810.50,11/21/2025 12:30:00 PM,11/21/2025 12:30:00 PM,C49L2,Stop loss,($9.40),($516.20),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$0.00,$9.40,1,
99,MES 09-26,Backtest,RollingFib,Short,1,6986.75,6987.25,12/1/2025 8:35:00 AM,12/1/2025 8:35:00 AM,A50L1,Stop loss,($4.40),($520.60),$1.90,$0.00,$0.00,$0.00,$0.00,$2.50,$0.00,$4.40,1,
100,MES 09-26,Backtest,RollingFib,Short,1,6986.75,6987.25,12/1/2025 8:35:00 AM,12/1/2025 8:35:00 AM,A50L2,Stop loss,($4.40),($525.00),$1.90,$0.00,$0.00,$0.00,$0.00,$2.50,$0.00,$4.40,1,
101,MES 09-26,Backtest,RollingFib,Long,1,6999.25,7009.75,12/1/2025 10:45:00 AM,12/1/2025 10:55:00 AM,A51L1,Profit target,$50.60,($474.40),$1.90,$0.00,$0.00,$0.00,$0.00,$17.50,$52.50,$1.90,3,
102,MES 09-26,Backtest,RollingFib,Long,1,6999.25,6999.25,12/1/2025 10:45:00 AM,12/1/2025 10:55:00 AM,A51L2,Stop loss,($1.90),($476.30),$1.90,$0.00,$0.00,$0.00,$0.00,$17.50,$18.75,$20.65,3,
103,MES 09-26,Backtest,RollingFib,Short,1,7019.00,7013.25,12/2/2025 12:45:00 PM,12/2/2025 12:55:00 PM,A52L1,Profit target,$26.85,($449.45),$1.90,$0.00,$0.00,$0.00,$0.00,$15.00,$28.75,$1.90,3,
104,MES 09-26,Backtest,RollingFib,Short,1,7019.00,7019.00,12/2/2025 12:45:00 PM,12/2/2025 12:55:00 PM,A52L2,Stop loss,($1.90),($451.35),$1.90,$0.00,$0.00,$0.00,$0.00,$15.00,$12.50,$14.40,3,
105,MES 09-26,Backtest,RollingFib,Long,1,7075.50,7070.50,12/10/2025 3:20:00 PM,12/10/2025 3:20:00 PM,C53L1,Stop loss,($26.90),($478.25),$1.90,$0.00,$0.00,$0.00,$0.00,$25.00,$0.00,$26.90,1,
