Period,#,Cum. net profit,Net profit,Gross profit,Gross loss,Commission,Cum. max. drawdown,Max. drawdown,% Win,Avg. trade,Avg. winner,Avg. loser,Lrg. winner,Lrg. loser,MTR,Avg. MAE,Avg. MFE,Avg. ETD,% Trade,
3/19/2026,1,$202.95,($23.15),$0.00,($23.15),$1.90,($50.20),($23.15),0.00%,($23.15),$0.00,($23.15),$0.00,($23.15),0.00,$21.25,$0.00,$23.15,0.83%,
3/20/2026,3,$128.50,($74.45),$0.00,($74.45),$5.70,($124.65),($74.45),0.00%,($24.82),$0.00,($24.82),$0.00,($34.40),305.00,$22.92,$12.92,$37.73,2.50%,
3/23/2026,1,$164.10,$35.60,$35.60,$0.00,$1.90,($89.05),$0.00,100.00%,$35.60,$35.60,$0.00,$35.60,$0.00,0.00,$0.00,$37.50,$1.90,0.83%,
3/31/2026,1,$187.20,$23.10,$23.10,$0.00,$1.90,($65.95),$0.00,100.00%,$23.10,$23.10,$0.00,$23.10,$0.00,0.00,$0.00,$25.00,$1.90,0.83%,
4/1/2026,1,$171.55,($15.65),$0.00,($15.65),$1.90,($81.60),($15.65),0.00%,($15.65),$0.00,($15.65),$0.00,($15.65),0.00,$13.75,$0.00,$15.65,0.83%,
4/7/2026,2,$195.25,$23.70,$25.60,($1.90),$3.80,($57.90),($1.90),50.00%,$11.85,$25.60,($1.90),$25.60,($1.90),0.00,$0.00,$13.75,$1.90,1.67%,
4/8/2026,2,$141.45,($53.80),$0.00,($53.80),$3.80,($111.70),($53.80),0.00%,($26.90),$0.00,($26.90),$0.00,($26.90),5.00,$25.00,$7.50,$34.40,1.67%,
4/13/2026,2,$141.40,($0.05),$25.60,($25.65),$3.80,($137.35),($25.65),50.00%,($0.02),$25.60,($25.65),$25.60,($25.65),200.00,$15.63,$21.25,$21.28,1.67%,
4/15/2026,1,$132.00,($9.40),$0.00,($9.40),$1.90,($121.15),($9.40),0.00%,($9.40),$0.00,($9.40),$0.00,($9.40),15.00,$7.50,$23.75,$33.15,0.83%,
4/16/2026,1,$116.35,($15.65),$0.00,($15.65),$1.90,($136.80),($15.65),0.00%,($15.65),$0.00,($15.65),$0.00,($15.65),5.00,$13.75,$2.50,$18.15,0.83%,
4/17/2026,1,$144.45,$28.10,$28.10,$0.00,$1.90,($108.70),$0.00,100.00%,$28.10,$28.10,$0.00,$28.10,$0.00,0.00,$0.00,$30.00,$1.90,0.83%,
4/20/2026,3,$181.25,$36.80,$51.20,($14.40),$5.70,($123.10),($14.40),66.67%,$12.27,$25.60,($14.40),$25.60,($14.40),0.00,$9.17,$18.33,$6.07,2.50%,
4/21/2026,3,$188.05,$6.80,$18.10,($11.30),$5.70,($81.30),($9.40),33.33%,$2.27,$18.10,($5.65),$18.10,($9.40),5.00,$2.50,$9.58,$7.32,2.50%,
4/23/2026,1,$169.90,($18.15),$0.00,($18.15),$1.90,($83.25),($18.15),0.00%,($18.15),$0.00,($18.15),$0.00,($18.15),0.00,$16.25,$0.00,$18.15,0.83%,
4/24/2026,2,$216.10,$46.20,$46.20,$0.00,$3.80,($60.15),$0.00,100.00%,$23.10,$23.10,$0.00,$23.10,$0.00,5.00,$2.50,$25.00,$1.90,1.67%,
5/1/2026,3,$165.40,($50.70),$0.00,($50.70),$5.70,($87.75),($50.70),0.00%,($16.90),$0.00,($16.90),$0.00,($34.40),50.00,$17.50,$19.17,$36.07,2.50%,
5/4/2026,1,$147.25,($18.15),$0.00,($18.15),$1.90,($105.90),($18.15),0.00%,($18.15),$0.00,($18.15),$0.00,($18.15),0.00,$16.25,$0.00,$18.15,0.83%,
5/6/2026,1,$182.85,$35.60,$35.60,$0.00,$1.90,($70.30),$0.00,100.00%,$35.60,$35.60,$0.00,$35.60,$0.00,15.00,$8.75,$37.50,$1.90,0.83%,
5/12/2026,4,$137.75,($45.10),$15.60,($60.70),$7.60,($115.40),($60.70),25.00%,($11.28),$15.60,($20.23),$15.60,($24.40),80.00,$15.94,$4.38,$15.65,3.33%,
5/18/2026,2,$71.45,($66.30),$0.00,($66.30),$3.80,($181.70),($66.30),0.00%,($33.15),$0.00,($33.15),$0.00,($33.15),0.00,$31.25,$0.00,$33.15,1.67%,
5/19/2026,1,$65.80,($5.65),$0.00,($5.65),$1.90,($187.35),($5.65),0.00%,($5.65),$0.00,($5.65),$0.00,($5.65),0.00,$3.75,$0.00,$5.65,0.83%,
5/28/2026,1,$51.40,($14.40),$0.00,($14.40),$1.90,($201.75),($14.40),0.00%,($14.40),$0.00,($14.40),$0.00,($14.40),5.00,$12.50,$8.75,$23.15,0.83%,
5/29/2026,2,$47.60,($3.80),$0.00,($3.80),$3.80,($205.55),($3.80),0.00%,($1.90),$0.00,($1.90),$0.00,($1.90),15.00,$26.25,$17.50,$19.40,1.67%,
6/1/2026,2,($1.20),($48.80),$0.00,($48.80),$3.80,($254.35),($48.80),0.00%,($24.40),$0.00,($24.40),$0.00,($24.40),0.00,$22.50,$0.00,$24.40,1.67%,
6/3/2026,2,($2.50),($1.30),$0.00,($1.30),$3.80,($255.65),($1.30),0.00%,($0.65),$0.00,($0.65),$0.00,($0.65),10.00,$10.00,$28.75,$29.40,1.67%,
6/5/2026,1,($18.15),($15.65),$0.00,($15.65),$1.90,($271.30),($15.65),0.00%,($15.65),$0.00,($15.65),$0.00,($15.65),0.00,$13.75,$0.00,$15.65,0.83%,
6/8/2026,4,$3.00,$21.15,$35.60,($14.45),$7.60,($281.95),($10.65),25.00%,$5.29,$35.60,($4.82),$35.60,($10.65),20.00,$11.88,$23.75,$18.46,3.33%,
6/9/2026,1,($33.90),($36.90),$0.00,($36.90),$1.90,($287.05),($36.90),0.00%,($36.90),$0.00,($36.90),$0.00,($36.90),0.00,$35.00,$0.00,$36.90,0.83%,
6/10/2026,2,($43.95),($10.05),$30.60,($40.65),$3.80,($327.70),($40.65),50.00%,($5.03),$30.60,($40.65),$30.60,($40.65),300.00,$19.38,$16.25,$21.28,1.67%,
6/11/2026,2,($130.25),($86.30),$0.00,($86.30),$3.80,($383.40),($86.30),0.00%,($43.15),$0.00,($43.15),$0.00,($43.15),5.00,$41.25,$45.00,$88.15,1.67%,
6/23/2026,3,($110.95),$19.30,$42.45,($23.15),$5.70,($366.55),($23.15),66.67%,$6.43,$21.23,($23.15),$25.60,($23.15),0.00,$7.08,$15.42,$8.98,2.50%,
6/24/2026,2,($56.00),$54.95,$54.95,$0.00,$3.80,($347.25),$0.00,100.00%,$27.48,$27.48,$0.00,$38.10,$0.00,5.00,$6.88,$29.38,$1.90,1.67%,
6/25/2026,4,($368.60),($312.60),$0.00,($312.60),$7.60,($621.75),($312.60),0.00%,($78.15),$0.00,($78.15),$0.00,($78.15),20.00,$76.25,$20.00,$98.15,3.33%,
7/2/2026,1,($390.50),($21.90),$0.00,($21.90),$1.90,($643.65),($21.90),0.00%,($21.90),$0.00,($21.90),$0.00,($21.90),0.00,$20.00,$0.00,$21.90,0.83%,
