Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,Clearing Fee,Exchange Fee,IP Fee,NFA Fee,MAE,MFE,ETD,Bars,
29,MES 09-26,Backtest,RollingFib,Short,1,6999.50,7001.00,2/26/2026 12:45:00 PM,2/26/2026 12:45:00 PM,C15L1,Stop loss,($9.40),($126.35),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$0.00,$9.40,1,
30,MES 09-26,Backtest,RollingFib,Short,1,6999.50,7001.00,2/26/2026 12:45:00 PM,2/26/2026 12:45:00 PM,C15L2,Stop loss,($9.40),($135.75),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$0.00,$9.40,1,
31,MES 09-26,Backtest,RollingFib,Long,1,7025.75,7033.00,2/26/2026 2:20:00 PM,2/26/2026 2:25:00 PM,C16L1,Profit target,$34.35,($101.40),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$36.25,$1.90,2,
32,MES 09-26,Backtest,RollingFib,Long,1,7025.75,7025.75,2/26/2026 2:20:00 PM,2/26/2026 2:30:00 PM,C16L2,Stop loss,($1.90),($103.30),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$40.00,$41.90,3,
33,MES 09-26,Backtest,RollingFib,Long,1,7007.50,7006.75,3/2/2026 12:25:00 PM,3/2/2026 12:25:00 PM,C17L1,Stop loss,($5.65),($108.95),$1.90,$0.00,$0.00,$0.00,$0.00,$3.75,$0.00,$5.65,1,
34,MES 09-26,Backtest,RollingFib,Long,1,7007.50,7006.75,3/2/2026 12:25:00 PM,3/2/2026 12:25:00 PM,C17L2,Stop loss,($5.65),($114.60),$1.90,$0.00,$0.00,$0.00,$0.00,$3.75,$0.00,$5.65,1,
35,MES 09-26,Backtest,RollingFib,Short,1,6842.00,6851.50,3/6/2026 9:45:00 AM,3/6/2026 9:45:00 AM,C18L1,Stop loss,($49.40),($164.00),$1.90,$0.00,$0.00,$0.00,$0.00,$47.50,$0.00,$49.40,1,
36,MES 09-26,Backtest,RollingFib,Short,1,6842.00,6851.50,3/6/2026 9:45:00 AM,3/6/2026 9:45:00 AM,C18L2,Stop loss,($49.40),($213.40),$1.90,$0.00,$0.00,$0.00,$0.00,$47.50,$0.00,$49.40,1,
37,MES 09-26,Backtest,RollingFib,Short,1,6772.25,6776.75,3/13/2026 11:35:00 AM,3/13/2026 11:35:00 AM,C19L1,Stop loss,($24.40),($237.80),$1.90,$0.00,$0.00,$0.00,$0.00,$22.50,$0.00,$24.40,1,
38,MES 09-26,Backtest,RollingFib,Short,1,6772.25,6776.75,3/13/2026 11:35:00 AM,3/13/2026 11:35:00 AM,C19L2,Stop loss,($24.40),($262.20),$1.90,$0.00,$0.00,$0.00,$0.00,$22.50,$0.00,$24.40,1,
39,MES 09-26,Backtest,RollingFib,Short,1,6753.25,6745.25,3/18/2026 3:30:00 PM,3/18/2026 3:45:00 PM,C20L1,Profit target,$38.10,($224.10),$1.90,$0.00,$0.00,$0.00,$0.00,$23.75,$40.00,$1.90,4,
40,MES 09-26,Backtest,RollingFib,Short,1,6753.25,6740.50,3/18/2026 3:30:00 PM,3/18/2026 4:05:00 PM,C20L2,WndEnd,$61.85,($162.25),$1.90,$0.00,$0.00,$0.00,$0.00,$23.75,$80.00,$18.15,8,
41,MES 09-26,Backtest,RollingFib,Short,1,6685.50,6687.75,3/19/2026 9:20:00 AM,3/19/2026 9:20:00 AM,C21L1,Stop loss,($13.15),($175.40),$1.90,$0.00,$0.00,$0.00,$0.00,$11.25,$0.00,$13.15,1,
42,MES 09-26,Backtest,RollingFib,Short,1,6685.50,6687.75,3/19/2026 9:20:00 AM,3/19/2026 9:20:00 AM,C21L2,Stop loss,($13.15),($188.55),$1.90,$0.00,$0.00,$0.00,$0.00,$11.25,$0.00,$13.15,1,
43,MES 09-26,Backtest,RollingFib,Short,1,6659.50,6669.50,3/20/2026 10:30:00 AM,3/20/2026 10:35:00 AM,C22L1,Stop loss,($51.90),($240.45),$1.90,$0.00,$0.00,$0.00,$0.00,$50.00,$22.50,$74.40,2,
44,MES 09-26,Backtest,RollingFib,Short,1,6659.50,6669.50,3/20/2026 10:30:00 AM,3/20/2026 10:35:00 AM,C22L2,Stop loss,($51.90),($292.35),$1.90,$0.00,$0.00,$0.00,$0.00,$50.00,$22.50,$74.40,2,
45,MES 09-26,Backtest,RollingFib,Short,1,6608.50,6590.75,3/20/2026 3:30:00 PM,3/20/2026 3:40:00 PM,C23L1,Profit target,$86.85,($205.50),$1.90,$0.00,$0.00,$0.00,$0.00,$28.75,$88.75,$1.90,3,
46,MES 09-26,Backtest,RollingFib,Short,1,6608.50,6590.75,3/20/2026 3:30:00 PM,3/20/2026 3:40:00 PM,C23L2,Profit target,$86.85,($118.65),$1.90,$0.00,$0.00,$0.00,$0.00,$28.75,$88.75,$1.90,3,
47,MES 09-26,Backtest,RollingFib,Short,1,6697.00,6699.50,3/23/2026 12:30:00 PM,3/23/2026 12:40:00 PM,C24L1,Stop loss,($14.40),($133.05),$1.90,$0.00,$0.00,$0.00,$0.00,$12.50,$87.50,$101.90,3,
48,MES 09-26,Backtest,RollingFib,Short,1,6697.00,6699.50,3/23/2026 12:30:00 PM,3/23/2026 12:40:00 PM,C24L2,Stop loss,($14.40),($147.45),$1.90,$0.00,$0.00,$0.00,$0.00,$12.50,$87.50,$101.90,3,
49,MES 09-26,Backtest,RollingFib,Long,1,6926.75,6926.25,4/9/2026 12:35:00 PM,4/9/2026 1:05:00 PM,C25L1,WndEnd,($4.40),($151.85),$1.90,$0.00,$0.00,$0.00,$0.00,$47.50,$10.00,$14.40,7,
50,MES 09-26,Backtest,RollingFib,Long,1,6926.75,6926.25,4/9/2026 12:35:00 PM,4/9/2026 1:05:00 PM,C25L2,WndEnd,($4.40),($156.25),$1.90,$0.00,$0.00,$0.00,$0.00,$47.50,$10.00,$14.40,7,
51,MES 09-26,Backtest,RollingFib,Long,1,6922.50,6917.75,4/13/2026 10:40:00 AM,4/13/2026 10:40:00 AM,C26L1,Stop loss,($25.65),($181.90),$1.90,$0.00,$0.00,$0.00,$0.00,$23.75,$0.00,$25.65,1,
52,MES 09-26,Backtest,RollingFib,Long,1,6922.50,6917.75,4/13/2026 10:40:00 AM,4/13/2026 10:40:00 AM,C26L2,Stop loss,($25.65),($207.55),$1.90,$0.00,$0.00,$0.00,$0.00,$23.75,$0.00,$25.65,1,
53,MES 09-26,Backtest,RollingFib,Long,1,7125.00,7123.50,4/15/2026 3:35:00 PM,4/15/2026 3:35:00 PM,C27L1,Stop loss,($9.40),($216.95),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$0.00,$9.40,1,
54,MES 09-26,Backtest,RollingFib,Long,1,7125.00,7123.50,4/15/2026 3:35:00 PM,4/15/2026 3:35:00 PM,C27L2,Stop loss,($9.40),($226.35),$1.90,$0.00,$0.00,$0.00,$0.00,$7.50,$0.00,$9.40,1,
55,MES 09-26,Backtest,RollingFib,Long,1,7149.25,7148.25,4/16/2026 12:20:00 PM,4/16/2026 12:25:00 PM,C28L1,Stop loss,($6.90),($233.25),$1.90,$0.00,$0.00,$0.00,$0.00,$5.00,$16.25,$23.15,2,
56,MES 09-26,Backtest,RollingFib,Long,1,7149.25,7148.25,4/16/2026 12:20:00 PM,4/16/2026 12:25:00 PM,C28L2,Stop loss,($6.90),($240.15),$1.90,$0.00,$0.00,$0.00,$0.00,$5.00,$16.25,$23.15,2,
57,MES 09-26,Backtest,RollingFib,Short,1,7125.50,7127.25,4/16/2026 1:20:00 PM,4/16/2026 1:20:00 PM,C29L1,Stop loss,($10.65),($250.80),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$0.00,$10.65,1,
58,MES 09-26,Backtest,RollingFib,Short,1,7125.50,7127.25,4/16/2026 1:20:00 PM,4/16/2026 1:20:00 PM,C29L2,Stop loss,($10.65),($261.45),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$0.00,$10.65,1,
59,MES 09-26,Backtest,RollingFib,Long,1,7209.00,7200.00,4/17/2026 9:20:00 AM,4/17/2026 9:25:00 AM,C30L1,Stop loss,($46.90),($308.35),$1.90,$0.00,$0.00,$0.00,$0.00,$45.00,$0.00,$46.90,2,
60,MES 09-26,Backtest,RollingFib,Long,1,7209.00,7200.00,4/17/2026 9:20:00 AM,4/17/2026 9:25:00 AM,C30L2,Stop loss,($46.90),($355.25),$1.90,$0.00,$0.00,$0.00,$0.00,$45.00,$0.00,$46.90,2,
61,MES 09-26,Backtest,RollingFib,Short,1,7216.75,7219.25,4/28/2026 8:25:00 AM,4/28/2026 8:25:00 AM,C31L1,Stop loss,($14.40),($369.65),$1.90,$0.00,$0.00,$0.00,$0.00,$12.50,$0.00,$14.40,1,
62,MES 09-26,Backtest,RollingFib,Short,1,7216.75,7219.25,4/28/2026 8:25:00 AM,4/28/2026 8:25:00 AM,C31L2,Stop loss,($14.40),($384.05),$1.90,$0.00,$0.00,$0.00,$0.00,$12.50,$0.00,$14.40,1,
63,MES 09-26,Backtest,RollingFib,Long,1,7259.50,7257.75,4/30/2026 11:30:00 AM,4/30/2026 11:40:00 AM,C32L1,Stop loss,($10.65),($394.70),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$36.25,$46.90,3,
64,MES 09-26,Backtest,RollingFib,Long,1,7259.50,7257.75,4/30/2026 11:30:00 AM,4/30/2026 11:40:00 AM,C32L2,Stop loss,($10.65),($405.35),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$36.25,$46.90,3,
65,MES 09-26,Backtest,RollingFib,Long,1,7295.25,7300.75,4/30/2026 2:20:00 PM,4/30/2026 3:05:00 PM,C33L1,WndEnd,$25.60,($379.75),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$51.25,$25.65,10,
66,MES 09-26,Backtest,RollingFib,Long,1,7295.25,7300.75,4/30/2026 2:20:00 PM,4/30/2026 3:05:00 PM,C33L2,WndEnd,$25.60,($354.15),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$51.25,$25.65,10,
67,MES 09-26,Backtest,RollingFib,Long,1,7360.00,7356.00,5/1/2026 10:20:00 AM,5/1/2026 10:35:00 AM,C34L1,Stop loss,($21.90),($376.05),$1.90,$0.00,$0.00,$0.00,$0.00,$20.00,$21.25,$43.15,4,
68,MES 09-26,Backtest,RollingFib,Long,1,7360.00,7356.00,5/1/2026 10:20:00 AM,5/1/2026 10:35:00 AM,C34L2,Stop loss,($21.90),($397.95),$1.90,$0.00,$0.00,$0.00,$0.00,$20.00,$21.25,$43.15,4,
69,MES 09-26,Backtest,RollingFib,Short,1,7272.00,7283.00,5/4/2026 12:20:00 PM,5/4/2026 12:20:00 PM,C35L1,Stop loss,($56.90),($454.85),$1.90,$0.00,$0.00,$0.00,$0.00,$55.00,$0.00,$56.90,1,
70,MES 09-26,Backtest,RollingFib,Short,1,7272.00,7283.00,5/4/2026 12:20:00 PM,5/4/2026 12:20:00 PM,C35L2,Stop loss,($56.90),($511.75),$1.90,$0.00,$0.00,$0.00,$0.00,$55.00,$0.00,$56.90,1,
71,MES 09-26,Backtest,RollingFib,Short,1,7441.00,7434.50,5/12/2026 11:20:00 AM,5/12/2026 11:25:00 AM,C36L1,Profit target,$30.60,($481.15),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$32.50,$1.90,2,
72,MES 09-26,Backtest,RollingFib,Short,1,7441.00,7441.00,5/12/2026 11:20:00 AM,5/12/2026 11:40:00 AM,C36L2,Stop loss,($1.90),($483.05),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$71.25,$73.15,5,
73,MES 09-26,Backtest,RollingFib,Long,1,7466.50,7466.50,5/12/2026 2:30:00 PM,5/12/2026 2:50:00 PM,C37L1,Stop loss,($1.90),($484.95),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$35.00,$36.90,5,
74,MES 09-26,Backtest,RollingFib,Long,1,7466.50,7466.50,5/12/2026 2:30:00 PM,5/12/2026 2:50:00 PM,C37L2,Stop loss,($1.90),($486.85),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$35.00,$36.90,5,
75,MES 09-26,Backtest,RollingFib,Long,1,7506.00,7496.50,5/20/2026 11:25:00 AM,5/20/2026 11:30:00 AM,C38L1,Stop loss,($49.40),($536.25),$1.90,$0.00,$0.00,$0.00,$0.00,$47.50,$18.75,$68.15,2,
76,MES 09-26,Backtest,RollingFib,Long,1,7506.00,7496.50,5/20/2026 11:25:00 AM,5/20/2026 11:30:00 AM,C38L2,Stop loss,($49.40),($585.65),$1.90,$0.00,$0.00,$0.00,$0.00,$47.50,$18.75,$68.15,2,
77,MES 09-26,Backtest,RollingFib,Short,1,7525.00,7530.25,5/21/2026 3:40:00 PM,5/21/2026 3:45:00 PM,A39L1,Stop loss,($28.15),($613.80),$1.90,$0.00,$0.00,$0.00,$0.00,$26.25,$1.25,$29.40,2,
78,MES 09-26,Backtest,RollingFib,Short,1,7525.00,7530.25,5/21/2026 3:40:00 PM,5/21/2026 3:45:00 PM,A39L2,Stop loss,($28.15),($641.95),$1.90,$0.00,$0.00,$0.00,$0.00,$26.25,$1.25,$29.40,2,
79,MES 09-26,Backtest,RollingFib,Short,1,7594.00,7592.75,5/26/2026 12:45:00 PM,5/26/2026 12:45:00 PM,A40L1,Profit target,$4.35,($637.60),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$6.25,$1.90,1,
80,MES 09-26,Backtest,RollingFib,Short,1,7594.00,7594.00,5/26/2026 12:45:00 PM,5/26/2026 12:45:00 PM,A40L2,Stop loss,($1.90),($639.50),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.90,1,
81,MES 09-26,Backtest,RollingFib,Short,1,7612.25,7609.00,5/27/2026 8:20:00 AM,5/27/2026 8:20:00 AM,C41L1,Profit target,$14.35,($625.15),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$16.25,$1.90,1,
82,MES 09-26,Backtest,RollingFib,Short,1,7612.25,7612.25,5/27/2026 8:20:00 AM,5/27/2026 8:20:00 AM,C41L2,Stop loss,($1.90),($627.05),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.90,1,
83,MES 09-26,Backtest,RollingFib,Long,1,7638.75,7637.00,5/28/2026 11:45:00 AM,5/28/2026 11:45:00 AM,C42L1,Stop loss,($10.65),($637.70),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$0.00,$10.65,1,
84,MES 09-26,Backtest,RollingFib,Long,1,7638.75,7637.00,5/28/2026 11:45:00 AM,5/28/2026 11:45:00 AM,C42L2,Stop loss,($10.65),($648.35),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$0.00,$10.65,1,
85,MES 09-26,Backtest,RollingFib,Short,1,7649.25,7648.50,6/1/2026 10:40:00 AM,6/1/2026 11:05:00 AM,A43L1,WndEnd,$1.85,($646.50),$1.90,$0.00,$0.00,$0.00,$0.00,$13.75,$23.75,$21.90,6,
86,MES 09-26,Backtest,RollingFib,Short,1,7649.25,7648.50,6/1/2026 10:40:00 AM,6/1/2026 11:05:00 AM,A43L2,WndEnd,$1.85,($644.65),$1.90,$0.00,$0.00,$0.00,$0.00,$13.75,$23.75,$21.90,6,
87,MES 09-26,Backtest,RollingFib,Long,1,7659.00,7666.50,6/1/2026 12:30:00 PM,6/1/2026 12:55:00 PM,A44L1,Profit target,$35.60,($609.05),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$37.50,$1.90,6,
88,MES 09-26,Backtest,RollingFib,Long,1,7659.00,7671.25,6/1/2026 12:30:00 PM,6/1/2026 1:05:00 PM,A44L2,Roll,$59.35,($549.70),$1.90,$0.00,$0.00,$0.00,$0.00,$8.75,$68.75,$9.40,8,
89,MES 09-26,Backtest,RollingFib,Short,1,7656.75,7660.75,6/3/2026 10:40:00 AM,6/3/2026 10:40:00 AM,A45L1,Stop loss,($21.90),($571.60),$1.90,$0.00,$0.00,$0.00,$0.00,$20.00,$0.00,$21.90,1,
90,MES 09-26,Backtest,RollingFib,Short,1,7656.75,7660.75,6/3/2026 10:40:00 AM,6/3/2026 10:40:00 AM,A45L2,Stop loss,($21.90),($593.50),$1.90,$0.00,$0.00,$0.00,$0.00,$20.00,$0.00,$21.90,1,
91,MES 09-26,Backtest,RollingFib,Long,1,7610.00,7610.00,6/4/2026 8:45:00 AM,6/4/2026 8:50:00 AM,C46L1,Stop loss,($1.90),($595.40),$1.90,$0.00,$0.00,$0.00,$0.00,$2.50,$18.75,$20.65,2,
92,MES 09-26,Backtest,RollingFib,Long,1,7610.00,7610.00,6/4/2026 8:45:00 AM,6/4/2026 8:50:00 AM,C46L2,Stop loss,($1.90),($597.30),$1.90,$0.00,$0.00,$0.00,$0.00,$2.50,$18.75,$20.65,2,
93,MES 09-26,Backtest,RollingFib,Short,1,7603.75,7595.50,6/5/2026 9:45:00 AM,6/5/2026 9:45:00 AM,C47L1,Profit target,$39.35,($557.95),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$41.25,$1.90,1,
94,MES 09-26,Backtest,RollingFib,Short,1,7603.75,7603.75,6/5/2026 9:45:00 AM,6/5/2026 9:45:00 AM,C47L2,Stop loss,($1.90),($559.85),$1.90,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$1.90,1,
95,MES 09-26,Backtest,RollingFib,Short,1,7460.25,7473.00,6/5/2026 3:20:00 PM,6/5/2026 3:35:00 PM,C48L1,Stop loss,($65.65),($625.50),$1.90,$0.00,$0.00,$0.00,$0.00,$63.75,$85.00,$150.65,4,
96,MES 09-26,Backtest,RollingFib,Short,1,7460.25,7473.00,6/5/2026 3:20:00 PM,6/5/2026 3:35:00 PM,C48L2,Stop loss,($65.65),($691.15),$1.90,$0.00,$0.00,$0.00,$0.00,$63.75,$85.00,$150.65,4,
97,MES 09-26,Backtest,RollingFib,Long,1,7521.50,7521.50,6/8/2026 8:35:00 AM,6/8/2026 8:55:00 AM,C49L1,Stop loss,($1.90),($693.05),$1.90,$0.00,$0.00,$0.00,$0.00,$1.25,$48.75,$50.65,5,
98,MES 09-26,Backtest,RollingFib,Long,1,7521.50,7521.50,6/8/2026 8:35:00 AM,6/8/2026 8:55:00 AM,C49L2,Stop loss,($1.90),($694.95),$1.90,$0.00,$0.00,$0.00,$0.00,$1.25,$48.75,$50.65,5,
99,MES 09-26,Backtest,RollingFib,Long,1,7520.75,7520.75,6/8/2026 11:45:00 AM,6/8/2026 11:50:00 AM,A50L1,Stop loss,($1.90),($696.85),$1.90,$0.00,$0.00,$0.00,$0.00,$17.50,$22.50,$24.40,2,
100,MES 09-26,Backtest,RollingFib,Long,1,7520.75,7520.75,6/8/2026 11:45:00 AM,6/8/2026 11:50:00 AM,A50L2,Stop loss,($1.90),($698.75),$1.90,$0.00,$0.00,$0.00,$0.00,$17.50,$22.50,$24.40,2,
101,MES 09-26,Backtest,RollingFib,Short,1,7358.50,7316.00,6/9/2026 12:35:00 PM,6/9/2026 12:40:00 PM,C51L1,Profit target,$210.60,($488.15),$1.90,$0.00,$0.00,$0.00,$0.00,$63.75,$212.50,$1.90,2,
102,MES 09-26,Backtest,RollingFib,Short,1,7358.50,7358.50,6/9/2026 12:35:00 PM,6/9/2026 12:40:00 PM,C51L2,Stop loss,($1.90),($490.05),$1.90,$0.00,$0.00,$0.00,$0.00,$63.75,$50.00,$51.90,2,
103,MES 09-26,Backtest,RollingFib,Long,1,7429.50,7424.00,6/9/2026 2:25:00 PM,6/9/2026 2:25:00 PM,C52L1,Stop loss,($29.40),($519.45),$1.90,$0.00,$0.00,$0.00,$0.00,$27.50,$0.00,$29.40,1,
104,MES 09-26,Backtest,RollingFib,Long,1,7429.50,7424.00,6/9/2026 2:25:00 PM,6/9/2026 2:25:00 PM,C52L2,Stop loss,($29.40),($548.85),$1.90,$0.00,$0.00,$0.00,$0.00,$27.50,$0.00,$29.40,1,
105,MES 09-26,Backtest,RollingFib,Long,1,7466.50,7453.25,6/10/2026 10:30:00 AM,6/10/2026 10:30:00 AM,C53L1,Stop loss,($68.15),($617.00),$1.90,$0.00,$0.00,$0.00,$0.00,$66.25,$0.00,$68.15,1,
